image,pillars_and_stances,pillar,stance_list,stance,caption,pillar_w_definition,prediction
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4142.jpg,"['Psychological Defence', ['Supportive', 'Supportive']]",Psychological Defence,"['Supportive', 'Supportive']",Supportive,"The meme shows a man and a woman walking together, with the man pointing at the woman. The text in the meme reads, ""Somebody give this couple a number."" The man and woman are wearing red shirts, and the man is wearing glasses. The meme is a humorous take on the couple's relationship, suggesting that they might be a famous or well-known couple.","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4145.jpg,"['Digital Defence', ['Against', 'Against', 'Against']]",Digital Defence,"['Against', 'Against', 'Against']",Against,"The meme features a dog with a cell phone, seemingly taking a picture of itself. The dog is positioned in front of a laptop, which is placed on a desk. The scene is set in a room with a TV mounted on the wall. The meme also includes text, which reads ""Why the fuck is there no Grabcar picking me up at 16 Geylang, 20 Lorong 16, 308862 at 10:27 pm?!"". This text is likely a complaint about a transportation service not being available at the desired time and location.","Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4147.jpg,"['Civil Defence', ['Neutral', 'Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a man with a gun, possibly a police officer, and a man being shot. The image also includes a knife and a cell phone. The text in the meme reads ""gotta write report."" This suggests that the scene depicted in the meme is related to an incident that requires a report to be written, possibly involving the police officer and the man being shot.","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4150.jpg,"['Digital Defence', ['Against', 'Against', 'Against']]",Digital Defence,"['Against', 'Against', 'Against']",Against,"The meme shows a split image with a newspaper article on the top half and a Star Wars character on the bottom half. The newspaper article is about a device that will not allow people to use it if they prefer, while the Star Wars character is holding a lightning bolt. The meme is captioned with the phrase ""I'm the device.""","Singapore's Digital Defence: Being secure, alert and responsible online.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4153.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a man dressed in a camouflage costume, standing in a store. He is wearing a mask and appears to be a mannequin. The text in the image reads ""Home from Area 51...but now it needs to serve NS too."" This suggests that the man in the costume has just returned from Area 51 and is now ready to serve the needs of the National Security (NS) agency. The store setting and the man's outfit create a humorous and intriguing scene.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4156.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme shows a helicopter flying in the sky with the text ""Aight Tim"" written above it. The helicopter is a prominent feature in the image, and it appears to be the main focus of the meme.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4163.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a cartoon character, possibly a robot or a character from a video game, standing in a space setting with a purple background. The character is wearing a helmet and appears to be observing something. The meme also includes a text description, which reads: ""When you ORD but still lurk in the NSG group chats."" The text is accompanied by a planet in the background, adding to the space theme of the meme.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4169.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,"The meme shows a metal container with a coin slot and a button. The container is labeled ""Insert Coin to Dump Rubbish."" The text above the container reads ""Coming Soon."" The meme is likely a humorous or sarcastic representation of a trash can, suggesting that the container is meant for disposing of unwanted items or trash.",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4170.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,"The meme shows two men in suits, one of them pointing towards a large building. The text above the image reads ""Salesman: Slaps roof of BTO this bad fit so many fuckin CPF wage slaves."" The image is a cartoon representation of the two men, and the building in the background is a skyscraper. The scene appears to be a humorous commentary on the housing market and the financial struggles of some individuals.",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4172.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a toy gun, specifically a blue and yellow toy pistol, with a text overlay. The text reads ""Fell in love with a SAF solider"" and ""She was always shooting black."" The meme is a playful and humorous take on a romantic relationship involving a toy soldier and a person who enjoys shooting.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4177.jpg,"['Civil Defence', ['Against', 'Against', 'Against']]",Civil Defence,"['Against', 'Against', 'Against']",Against,"The meme shows a cartoon character, possibly a woman, reaching up to catch a baby. The baby is falling from the sky, and the character is trying to save it. The meme also features a police report, which is made against a terrafirm labs in Singapore. The police report is not investigating, and the character is holding a basketball. The meme is a combination of various elements, including a cartoon character, a falling baby, a police report, and a basketball.","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4186.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a person holding a green card, possibly a driver's license, and a green camouflage wallet. The person is also holding a green card in their hand. The meme is accompanied by text that reads ""One time pink ic please."" The scene takes place at a dining table, with a person sitting at the table and another person standing next to it.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4188.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a large military truck, specifically a five-tonner, parked in a grassy area. The truck is covered with a tarp, and the image is captioned with text that reads ""Ultimate Sleeping Machine."" The text is in white and is placed above the truck. The meme is likely meant to be humorous, as the truck is described as an ""ultimate sleeping machine,"" suggesting that it is designed for comfort and relaxation rather than its actual military purpose.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4192.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a man with a funny facial expression, possibly a cartoon or anime character. The text above the man reads ""German...Berry...I.E. to say."" The man appears to be looking at the viewer, and the meme is captioned with a humorous phrase, ""Ah, I see you're a 'so called' enkidu as well."" The meme is likely meant to be amusing and entertaining to the viewer.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4193.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme shows a man wearing glasses and a hat, possibly a teacher, with a caption that reads ""Ur relief teacher."" The man appears to be making a face, possibly yelling or expressing frustration. Additionally, there is a panda bear present in the scene, which might be a part of the meme's humor or a reference to something else.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4196.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a green monster character, possibly a frog or a troll, with a caption that reads ""Marrymount SMCC on 11 July 1969."" The image also includes a group of soldiers, possibly from the U.S. Army, with some of them holding guns. The combination of the green monster and the soldiers creates a unique and interesting visual.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4204.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme displays a gun with a caption that reads ""I.E. to say."" The image also includes a red line and a black arrow pointing to the word ""I.E."" The meme is likely meant to be humorous or sarcastic, as it juxtaposes the seriousness of a gun with a casual phrase.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4206.jpg,"['Military Defence', ['Against', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Against']",Against,"The meme shows a scene from the Star Wars movie, featuring three Wookiees standing next to each other. One of the Wookiees is wearing a necklace, and they are all standing on a reserved seat. The meme also includes a humorous text, which reads ""Get the f**k off our planet."" This text is likely meant to be a playful commentary on the Star Wars universe and the characters within it.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4208.jpg,"['Social Defence', ['Against', 'Against']]",Social Defence,"['Against', 'Against']",Against,"The meme shows a collage of four different images featuring four different people, each with a distinct background and context. The images are accompanied by text that highlights the roles and achievements of the individuals. The text emphasizes the importance of these people, suggesting that they are significant figures in their respective fields or communities. The meme aims to showcase the diversity and accomplishments of these individuals, possibly as a means of inspiration or recognition.","Singapore's Social Defence: Bonds that unite Singaporeans, built on trust and understanding among people of different races and religions, living in harmony and looking out for one another.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4210.jpg,"['Social Defence', ['Against', 'Against']]",Social Defence,"['Against', 'Against']",Against,"The meme consists of two images featuring a man with a mustache and goatee, both of which are angry. The first image shows the man sitting in a chair, with the text ""HDDB needs to have lower price so that I can afford it."" The second image shows the man standing up, with the text ""Higher price so that I can retire."" The meme seems to be a humorous take on the man's desire for a lower price and his potential retirement plans.","Singapore's Social Defence: Bonds that unite Singaporeans, built on trust and understanding among people of different races and religions, living in harmony and looking out for one another.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4211.jpg,"['Economic Defence', ['Against', 'Against']]",Economic Defence,"['Against', 'Against']",Against,"The meme shows a series of four images featuring a man and a woman, with the man making a funny face in each picture. The images are accompanied by text, which includes phrases like ""foreigners,"" ""singaporens,"" ""you're making $100k & I'm getting only $90k,"" and ""real singaporens."" The meme also includes a reference to the acronym ""NSFW"" (Not Safe For Work) and a dollar sign. The overall theme of the meme seems to be a humorous take on the differences in income and cultural backgrounds.",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4213.jpg,"['Military Defence', ['Against', 'Against', 'Against']]",Military Defence,"['Against', 'Against', 'Against']",Against,"The meme shows two cartoon Spider-Man characters pointing their fingers at each other. The text accompanying the image reads ""SAF finds out who's been killing their soldiers: (2020) coloured."" This suggests that the meme is a humorous take on a serious issue, using the Spider-Man characters to represent the situation. The meme is likely intended to be entertaining and thought-provoking, as it combines a popular comic book character with a real-world concern.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4214.jpg,"['Civil Defence', ['Neutral', 'Neutral', 'Neutral']]",Civil Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a classroom setting with several students sitting at desks. One of the students is holding a piece of paper with the words ""KMFST"" written on it. The paper appears to be a joke or a humorous message. The students are engaged in various activities, such as writing and reading, while the paper with the message is being held up by the student.","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4216.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme features a character from a movie, likely a cartoon or animated film, with a wide-open mouth and a surprised or angry expression. The character is wearing a robe and appears to be a monster or a similar creature. The meme is captioned with a quote from the movie, which reads, ""Huzzah! A man of quality!"" The text is written in a bold and exaggerated style, emphasizing the character's reaction and the quote's significance.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4222.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme is a collage of various images featuring people in different situations. There are three main people in the meme, with one of them being a soldier. The meme also includes a man wearing a hat and a man wearing a backpack. The main text in the meme reads ""Me and my uperstudy,"" which suggests that the images are meant to represent a humorous or lighthearted take on the concept of studying or learning. The meme is likely intended to entertain or amuse viewers by combining various elements and situations into a single image.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4224.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme shows a bottle of water with a cap on it. The cap has a green and white design, and it is turned upside down. The bottle is placed on a table, and the cap is positioned at an angle. The meme is captioned with the name ""Stephen Hawking.""","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4225.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,"The meme shows two different images of a man, with one of them pointing his finger. The text above the images reads ""HDB flats are an asset"". The man in the image is wearing a white shirt. The meme also includes a chair in the background, and the text below the images reads ""but at the end of it, it appreciates as a 99-year lease, the value of all HDB flats is $Kosong.""",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4227.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme shows a comic book-style image of two men fighting, with one of them having a mustache. The image is a split-screen, with the top part showing the man with the mustache and the bottom part showing the other man. The text in the meme reads ""Excuse upper limb,"" which is a play on words, making a joke about the man's upper limb. The meme is likely meant to be humorous and entertaining.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4235.jpg,"['Civil Defence', ['Against', 'Against']]",Civil Defence,"['Against', 'Against']",Against,"The meme features an eagle, which is a large bird of prey, standing on one leg. The eagle is holding a mask in its mouth, and there is a picture of an eagle with a mask on its face. The meme also includes a reference to a ""stupid little walk"" and a ""stupid little mask."" The eagle is standing on a beach, and there is a boat visible in the background. The meme seems to be a creative and humorous representation of the eagle wearing a mask while standing on one leg.","Singapore's Civil Defence: Collective effort of the Singaporean society to spot signs of threats, respond effectively and recover quickly from crisis.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4241.jpg,"['Economic Defence', ['Against', 'Against', 'Against']]",Economic Defence,"['Against', 'Against', 'Against']",Against,"The meme shows a picture of a meal, possibly a stir-fry, with a spoon placed in the bowl. The image is accompanied by a caption that reads ""Families living in four-room HDB flats can expect to pay $3.99 for their average monthly bill to go down by $0.99."" The text is highlighted in red, drawing attention to the price change. The meme seems to be a commentary on the cost of living in Singapore.",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4247.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a scene from the Star Wars movie, where three stormtroopers are standing in a forest. The text above the image reads, ""We were n't expecting special force."" The meme is a play on words, as the stormtroopers are dressed in special forces uniforms, but the original intention was to showcase the special forces of the Star Wars universe. The image is a humorous take on the iconic scene from the movie.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4250.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme shows a man wearing a green hat and a white shirt, standing outside and waving. The text on the meme reads, ""Asian Lim takes you around Pulau Tekong."" The man is also holding a green tie, which adds to the visual content of the meme. The scene appears to be a video or a picture, capturing the man's interaction with the viewer.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",supportive
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4257.jpg,"['Economic Defence', ['Against', 'Against']]",Economic Defence,"['Against', 'Against']",Against,"The meme shows a man with a towel on his head, looking sad and frustrated. He is surrounded by two red buttons, which are labeled ""complain about"" and ""another job loss."" The man appears to be in a dilemma, as he has to choose between the two options. The scene is set in a room with a chair and a TV in the background. The meme conveys a sense of stress and decision-making, as the man has to make a choice between two unpleasant situations.",Singapore's Economic Defence: Strong and resilient Singaporean economy that is globally competitive and able to bounce back from any crisis.,neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4258.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme shows a series of three images featuring Winnie the Pooh in various poses and situations. The images are labeled with text, indicating the theme of the meme. The first image shows Pooh in a relaxed position, the second image shows him holding a ring, and the third image shows him holding a balance. The meme is likely meant to be humorous or satirical, as it takes a well-known character and places him in unexpected situations.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4262.jpg,"['Social Defence', ['Against', 'Against']]",Social Defence,"['Against', 'Against']",Against,"The meme features a group of people, including a knight, a warrior, and a Viking, standing around a table with swords. The image is accompanied by text that reads, ""Chinese who hate Indians Malaysians who hate Chinese Indians who hate Chinese Go back to your country la ft."" The meme is a combination of historical and cultural references, with the inclusion of the swords and the text conveying a message about cultural tensions.","Singapore's Social Defence: Bonds that unite Singaporeans, built on trust and understanding among people of different races and religions, living in harmony and looking out for one another.",against
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4265.jpg,"['Military Defence', ['Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral']",Neutral,"The meme features two identical images of a monkey with a surprised look on its face. The monkey is wearing a green shirt and has a scarf around its neck. The meme also includes a caption that reads ""When your Enckik walks by while you're standing in file."" The text is written in a foreign language, but the image of the monkey is universally recognizable and amusing.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4266.jpg,"['Psychological Defence', ['Against', 'Against', 'Against']]",Psychological Defence,"['Against', 'Against', 'Against']",Against,"The meme shows four different people, each with a caption that describes their cultural background. The people are a man and a woman, and they are accompanied by a man in a white shirt and a woman in a white headscarf. The captions are written in English and include the terms ""Indian dad,"" ""Chinese mom,"" ""Indian,"" and ""Malay."" The meme is likely meant to represent the diversity and cultural mix in a family or among friends.","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4270.jpg,"['Psychological Defence', ['Supportive', 'Supportive', 'Supportive']]",Psychological Defence,"['Supportive', 'Supportive', 'Supportive']",Supportive,"The meme shows a collage of two images. The top image features a newspaper headline, which reads ""Rui En, Taufik Batisah reunite for 2005 NDP song reach out for the skies."" The bottom image displays a person with their hands up, possibly in a celebratory or excited gesture. The person is wearing a headset, and there are multiple people in the background, suggesting a crowd or a public event. The meme is captioned ""90s kids be like,"" implying that the scene depicted in the image is reminiscent of the 1990s.","Singapore's Psychological Defence: The will and resolve to defend the Singaporean way of life and interests, the fighting spirit to overcome challenges together.",neutral
/content/drive/MyDrive/stance_detection_datasets/total_defense_memes/TD_Memes/img_4271.jpg,"['Military Defence', ['Neutral', 'Neutral', 'Neutral']]",Military Defence,"['Neutral', 'Neutral', 'Neutral']",Neutral,"The meme shows a group of men in military uniforms, with one of them making a funny face. The text on the meme reads ""Every BMT Section Ever,"" which refers to Basic Military Training. The image also includes a caption that reads ""Sign on,"" which is a play on words related to the military training. The meme is a humorous representation of the camaraderie and lighthearted moments that can occur during military training.","Singapore's Military Defence: Strong and formidable defence force made up of Regulars and National Servicemen, and supported by the entire Singapore.",neutral
